"species","code","longitude","latitude","source","locality.eflora","plot.lucas","elevation","Forest","Non.Forest","Alpine","coord_prec"
"Veronica tetrasticha","CHR8633",171.8267,-43.25718,"eflora","Torlesse",NA,1732.07312,0,1,1,5
"Veronica tetrasticha","CHR 122676",171.827,-43.2572,"gbif",NA,NA,1715.825684,0,1,1,4
"Veronica tetrasticha","CHR 123882",171.827,-43.2572,"gbif",NA,NA,1715.825684,0,1,1,4
"Veronica tetrasticha","CHR 8633",171.827,-43.2572,"gbif",NA,NA,1715.825684,0,1,1,4
"Veronica tetrasticha","CHR 465684",171.762,-43.2662,"gbif",NA,NA,1722.176758,0,1,1,4
"Veronica tetrasticha","CHR465684",171.7619,-43.26622,"eflora","Canterbury; Fog Peak, Torlesse Range, basin facing east, north of peak.",NA,1721.463257,0,1,1,5
"Veronica tetrasticha","WELT.SP013084",171.75,-43.26666667,"eflora","Mt Torlesse Range, near source of Dry River.",NA,1382.108643,0,1,1,8
"Veronica tetrasticha","955414",171.734646,-43.274108,"gbif",NA,NA,1316.215576,0,1,1,6
"Veronica tetrasticha","AK234713",171.6409558,-43.2756555,"eflora","New Zealand, South Island, Puketeraki Ecological Region, Craigieburn Ecological District, Craigeburn Range, Porter Heights Ski Field, near base",NA,1440,0,1,1,7
"Veronica tetrasticha","WELT.SP080051",171.7492645,-43.28139234,"eflora","Torlesse Range, above Porters Pass",NA,1663.254395,0,1,1,8
"Veronica tetrasticha","WELT.SP006567",171.7492461,-43.28229239,"eflora","Torlesse Range, Foggy Peak",NA,1632.224609,0,1,1,8
"Veronica tetrasticha","8148366",171.759239,-43.286231,"gbif",NA,NA,1324.640747,0,1,1,6
"Veronica tetrasticha","WELT.SP081085/A",171.7120597,-43.29268291,"eflora","NW of West Coast Road, opposite Lake Lyndon, several hundred meters up valley of un-named stream flowing off Torlesse Range and Foggy Peak.",NA,861.8466797,0,1,1,8
"Veronica tetrasticha","WELT.SP081085/B",171.7120597,-43.29268291,"eflora","NW of West Coast Road, opposite Lake Lyndon, several hundred meters up valley of un-named stream flowing off Torlesse Range and Foggy Peak.",NA,861.8466797,0,1,1,8
"Veronica tetrasticha","WELT.SP081086",171.7120597,-43.29268291,"eflora","NW of West Coast Road, opposite Lake Lyndon, several hundred meters up valley of un-named stream flowing off Torlesse Range and Foggy Peak.",NA,861.8466797,0,1,1,8
"Veronica tetrasticha","CHR465687",171.7133,-43.2927,"eflora","Canterbury; Lake Lyndon, rock outcrop near rubbish tip.",NA,860.8631592,0,1,1,4
"Veronica tetrasticha","CHR 465687",171.713,-43.2927,"gbif",NA,NA,861.3699341,0,1,1,4
"Veronica tetrasticha","CHR 464700 B",171.689,-43.2933,"gbif",NA,NA,1350.446167,0,1,1,4
"Veronica tetrasticha","CHR 464700 A",171.689,-43.2933,"gbif",NA,NA,1350.446167,0,1,1,4
"Veronica tetrasticha","CHR464700A",171.6886,-43.29332,"eflora","Canterbury, Mt Lyndon NE ridge",NA,1369.689209,0,1,1,5
"Veronica tetrasticha","CHR464700B",171.6886,-43.29332,"eflora","Canterbury, Mt Lyndon NE ridge",NA,1369.689209,0,1,1,5
"Veronica tetrasticha","CHR 96821",171.742,-43.2944,"gbif",NA,NA,986.4707642,0,1,1,4
"Veronica tetrasticha","CHR96821",171.7424,-43.29443,"eflora","Porters Pass",NA,998.9517822,0,1,1,5
"Veronica tetrasticha",NA,171.2,-43.3,"gbif",NA,NA,551.5263062,0,1,1,1
"Veronica tetrasticha","WELT.SP006569",171.9333333,-43.31666667,"eflora","Kowhai [Kowai] River",NA,377.3913269,0,1,1,8
"Veronica tetrasticha","CHR332272",171.6807,-43.40565,"eflora","Southern Alps, Big Ben, South Island",NA,1156.081421,0,1,1,5
"Veronica tetrasticha","CHR 332272",171.681,-43.4057,"gbif",NA,NA,1182.23938,0,1,1,4
"Veronica tetrasticha","AK122006",171.7396124,-43.45053231,"eflora","New Zealand, South Island, Canterbury, Torlesse Range, Foggy Peak",NA,504.0039063,0,1,1,8
"Veronica tetrasticha","NSW 219430",171.62,-43.52,"gbif",NA,NA,426.2715454,0,1,1,2
"Veronica tetrasticha","CHR 402109",171.359,-43.5991,"gbif",NA,NA,1082.99939,0,1,1,4
"Veronica tetrasticha","CHR402109",171.3586,-43.59912,"eflora","South Canterbury, Mount Somers",NA,1093.004395,0,1,1,5
"Veronica thomsonii","WELT.SP086663",171.7329,-43.365,"gbif",NA,NA,1184.860352,0,0,1,4
"Veronica thomsonii","WELT.SP041625",170.0178893,-43.77883928,"eflora","Mt Cook District",NA,1396.858643,0,0,1,8
"Veronica thomsonii","CHR 325281",170.215,-44.1162,"gbif",NA,NA,595.3504028,0,0,1,4
"Veronica thomsonii","CHR325281",170.215,-44.11621,"eflora","South Canterbury, Twizel Catchment, near Lake Pukaki",NA,595.3504028,0,0,1,5
"Veronica thomsonii","AK293868",169.7728159,-44.22164444,"eflora","New Zealand, South Island, Mackenzie Ecological Region, Ahuriri Ecological District, Ohau Ski Field",NA,1709.40564,0,0,1,8
"Veronica thomsonii","CHR173557",169.7662,-44.22866,"eflora","Mount Sutton, North Otago",NA,1972.794922,0,0,1,5
"Veronica thomsonii","CHR 173557",169.766,-44.2287,"gbif",NA,NA,1962.40271,0,0,1,4
"Veronica thomsonii","CHR 56611",169.248,-44.2623,"gbif",NA,NA,1486.459595,0,0,1,4
"Veronica thomsonii","CHR56611",169.2481,-44.26235,"eflora","Mt Ernest",NA,1486.459595,0,0,1,5
"Veronica thomsonii","AK37513",169.2394664,-44.29642923,"eflora","New Zealand, South Island, Mt Ernest",NA,1648.978027,0,0,1,8
"Veronica thomsonii","AK37524",169.2394664,-44.29642923,"eflora","New Zealand, South Island, Mt. Ernest",NA,1648.978027,0,0,1,8
"Veronica thomsonii","CHR 56584",169.694,-44.356,"gbif",NA,NA,1132.213501,0,0,1,3
"Veronica thomsonii","CHR56584",169.6937,-44.35602,"eflora","Mount St. Mary",NA,1123.427979,0,0,1,5
"Veronica thomsonii","WELT.SP086664",168.667139,-44.40242042,"eflora","Hectors Col",NA,1690.04187,0,0,1,8
"Veronica thomsonii","CHR 619431",168.63,-44.4776,"gbif",NA,NA,1153.119141,0,0,1,4
"Veronica thomsonii","CHR619431",168.6301,-44.47762,"eflora","Mount Aspiring National Park, Cascade Saddle, Upper Dart Valley",NA,1153.119141,0,0,1,5
"Veronica thomsonii","CHR619430",168.4405,-44.48828,"eflora","Mount Aspiring National Park, O'Leary Pass, Barrier Ra, Dart V.",NA,1452.906616,0,0,1,5
"Veronica thomsonii","CHR 619430",168.441,-44.4883,"gbif",NA,NA,1457.678467,0,0,1,4
"Veronica thomsonii",NA,168.6105,-44.4948,"gbif",NA,NA,1640,0,0,1,4
"Veronica thomsonii","CHR619432",168.6156,-44.5041,"eflora","Mount Aspiring National Park, Mt Anstead [Ansted], Upper Dart Valley",NA,2167.169922,0,0,1,4
"Veronica thomsonii","CHR 619432",168.616,-44.5041,"gbif",NA,NA,2167.169922,0,0,1,4
"Veronica thomsonii","CHR141446",168.8381,-44.51935,"eflora","Niger Mtn, Matukutuki Valley, W. Otago",NA,1709.776611,0,0,1,5
"Veronica thomsonii","CHR 141446",168.838,-44.5194,"gbif",NA,NA,1705.390137,0,0,1,4
"Veronica thomsonii","WELT.SP085938",168.6748078,-44.52076529,"eflora","Shotover Saddle, ridge to Red Rocks",NA,1622.489868,0,0,1,8
"Veronica thomsonii","WELT.SP085939",168.6748078,-44.52076529,"eflora","Shotover Saddle, ridge to Red Rocks",NA,1622.489868,0,0,1,8
"Veronica thomsonii","AK297130",168.4166667,-44.58333333,"eflora","New Zealand, South Island, Mount Earnslaw, above bush line",NA,1740,0,0,1,8
"Veronica thomsonii","CHR475978",168.4307,-44.61407,"eflora","Forbes Mountains, Mount Earnslaw",NA,1728.827271,0,0,1,5
"Veronica thomsonii","CHR 475978",168.431,-44.6141,"gbif",NA,NA,1720.373779,0,0,1,4
"Veronica thomsonii","WELT.SP083936",168.8788335,-44.62917185,"eflora","Treble Cone Skifield",NA,1901.160889,0,0,1,8
"Veronica thomsonii","WELT.SP083937",168.8788335,-44.62917185,"eflora","Treble Cone Skifield",NA,1901.160889,0,0,1,8
"Veronica thomsonii","WELT.SP083938",168.8788335,-44.62917185,"eflora","Treble Cone Skifield",NA,1901.160889,0,0,1,8
"Veronica thomsonii","WELT.SP083939",168.8788335,-44.62917185,"eflora","Treble Cone Skifield",NA,1901.160889,0,0,1,8
"Veronica thomsonii","WELT.SP083939/B",168.8788335,-44.62917185,"eflora","Treble Cone Skifield",NA,1901.160889,0,0,1,8
"Veronica thomsonii","WELT.SP042923",168.8666667,-44.63333333,"eflora","3 [Three] Kings [Treble Cone].",NA,1809.715576,0,0,1,8
"Veronica thomsonii","AK8332",170.4333333,-44.71666667,"eflora","New Zealand, South Island, Otago, Mt. Kurow",NA,273.9785156,0,0,1,8
"Veronica thomsonii","WELT.SP085929",169.7620304,-44.73328146,"eflora","Central Otago, Mt St Bathans, very near the top (trig)",NA,2077.213379,0,0,1,8
"Veronica thomsonii","WELT.SP085930",169.7620304,-44.73328146,"eflora","Central Otago, Mt St Bathans, very near the top (trig)",NA,2077.213379,0,0,1,8
"Veronica thomsonii","WELT.SP085931",169.7620304,-44.73328146,"eflora","Central Otago, Mt St Bathans, very near the top (trig)",NA,2077.213379,0,0,1,8
"Veronica thomsonii","AK8333",169.7666667,-44.73333333,"eflora","New Zealand, South Island, Otago, Mt. St. Bathans",NA,2042.494263,0,0,1,8
"Veronica thomsonii","WELT.SP041627",169.7666667,-44.73333333,"eflora","Mt St. Bathan's, Otago",NA,2042.494263,0,0,1,8
"Veronica thomsonii","WELT.SP085920",169.807341,-44.73420272,"eflora","Central Otago, Mt St Bathans, near 4WD road to top",NA,1674.105347,0,0,1,8
"Veronica thomsonii","WELT.SP085921",169.807341,-44.73420272,"eflora","Central Otago, Mt St Bathans, near 4WD road to top",NA,1674.105347,0,0,1,8
"Veronica thomsonii","WELT.SP085922",169.807341,-44.73420272,"eflora","Central Otago, Mt St Bathans, near 4WD road to top",NA,1674.105347,0,0,1,8
"Veronica thomsonii","WELT.SP085923",169.796256,-44.73659941,"eflora","Central Otago, Mt St Bathans, near 4WD track to top",NA,1625.866821,0,0,1,8
"Veronica thomsonii","WELT.SP085924",169.796256,-44.73659941,"eflora","Central Otago, Mt St Bathans, near 4WD track to top",NA,1625.866821,0,0,1,8
"Veronica thomsonii","WELT.SP085925",169.796256,-44.73659941,"eflora","Central Otago, Mt St Bathans, near 4WD track to top",NA,1625.866821,0,0,1,8
"Veronica thomsonii","WELT.SP085926",169.796256,-44.73659941,"eflora","Central Otago, Mt St Bathans, near 4WD track to top",NA,1625.866821,0,0,1,8
"Veronica thomsonii","WELT.SP085928",169.796256,-44.73659941,"eflora","Central Otago, Mt St Bathans, near 4WD track to top",NA,1625.866821,0,0,1,8
"Veronica thomsonii","WELT.SP085937",169.796256,-44.73659941,"eflora","Central Otago, Mt St Bathans, near 4WD track to top",NA,1625.866821,0,0,1,8
"Veronica thomsonii","WELT.SP041608",170.4490933,-44.74911675,"eflora","Kurow Mts [Mountains] and Mt St Bathans, Otago",NA,336.9805603,0,0,1,8
"Veronica thomsonii","WELT.SP041613",170.4490933,-44.74911675,"eflora","Mt Kurow and Mt St Bathans",NA,336.9805603,0,0,1,8
"Veronica thomsonii","9775638",169.80237,-44.755175,"gbif",NA,NA,1501.105103,0,0,1,6
"Veronica thomsonii","WELT.SP097065",169.7154727,-44.76134465,"eflora","[Mt] St. Bathans",NA,982.2352905,0,0,1,8
"Veronica thomsonii","CHR329267",170.3261,-44.77036,"eflora","Kurow Mts., N.E. Otago",NA,1120,0,0,1,5
"Veronica thomsonii","CHR 329267",170.326,-44.7704,"gbif",NA,NA,1120,0,0,1,4
"Veronica thomsonii","WELT.SP040742",168.55,-44.81666667,"eflora","Richardson Mts [Mountains]",NA,1482.723389,0,0,1,8
"Veronica thomsonii","CHR193869",169.1582,-44.83999,"eflora","Pisa Range, Otago",NA,1447.605469,0,0,1,5
"Veronica thomsonii","CHR 193869",169.158,-44.84,"gbif",NA,NA,1452.578125,0,0,1,3
"Veronica thomsonii","CHR 193948",169.211,-44.8405,"gbif",NA,NA,1743.194092,0,0,1,4
"Veronica thomsonii","CHR193948",169.211,-44.84055,"eflora","Mount Pisa north of Lake MacKay",NA,1742.989502,0,0,1,5
"Veronica thomsonii","CHR193950",169.2043,-44.8434,"eflora","Mount Pisa, northwest of Lake MacKay",NA,1726.891479,0,0,1,4
"Veronica thomsonii","CHR 193950",169.204,-44.8434,"gbif",NA,NA,1726.729248,0,0,1,4
"Veronica thomsonii","CHR 143062",169.21,-44.8495,"gbif",NA,NA,1771.603882,0,0,1,4
"Veronica thomsonii","CHR143062",169.2104,-44.84954,"eflora","Pisa Range, Lake Mackay",NA,1771.603882,0,0,1,5
"Veronica thomsonii","1221194",169.219574,-44.853089,"gbif",NA,NA,1695.149658,0,0,1,6
"Veronica thomsonii","CHR56583",168.9441,-44.85536,"eflora","Mount Cardrona",NA,1840,0,0,1,5
"Veronica thomsonii","CHR 56583",168.944,-44.857,"gbif",NA,NA,1846.310181,0,0,1,3
"Veronica thomsonii","CHR17267",168.2791,-44.86336,"eflora","Bold Peak",NA,1256.909058,0,0,1,5
"Veronica thomsonii","CHR 17267",168.279,-44.8634,"gbif",NA,NA,1253.16394,0,0,1,4
"Veronica thomsonii","WELT.SP042883",169.1992147,-44.86539178,"eflora","Central Otago, Mount Pisa",NA,1803.02002,0,0,1,8
"Veronica thomsonii","WELT.SP042884",169.1992147,-44.86539178,"eflora","Mount Pisa",NA,1803.02002,0,0,1,8
"Veronica thomsonii","WELT.SP042885",169.1992147,-44.86539178,"eflora","Mount Pisa",NA,1803.02002,0,0,1,8
"Veronica thomsonii","WELT.SP042887",169.1992147,-44.86539178,"eflora","Mount Pisa",NA,1803.02002,0,0,1,8
"Veronica thomsonii","WELT.SP042893",169.1992147,-44.86539178,"eflora","Mount Pisa",NA,1803.02002,0,0,1,8
"Veronica thomsonii","AK8334",169.183333,-44.866667,"gbif",NA,NA,1823.508301,0,0,1,6
"Veronica thomsonii","WELT.SP103782",169.1774598,-44.86681206,"eflora","Southern Lakes, Pisa Range, 1km north-west of Mount Pisa.",NA,1819.080566,0,0,1,8
"Veronica thomsonii","CHR 329268",169.197,-44.8671,"gbif",NA,NA,1861.690796,0,0,1,4
"Veronica thomsonii","CHR328252",168.9441,-44.86736,"eflora","Mt Cardrona",NA,1784.065063,0,0,1,5
"Veronica thomsonii","CHR 328252",168.944,-44.8674,"gbif",NA,NA,1780.903076,0,0,1,4
"Veronica thomsonii","WELT.SP085916",168.9439523,-44.86863407,"eflora","Central Otago, Cardrona Skifield, above Ski Buildings around outcrop, near 4WD road",NA,1761.182007,0,0,1,8
"Veronica thomsonii","WELT.SP085917",168.9439523,-44.86863407,"eflora","Central Otago, Cardrona Skifield, above Ski Buildings around outcrop, near 4WD road",NA,1761.182007,0,0,1,8
"Veronica thomsonii","WELT.SP085918",168.9439523,-44.86863407,"eflora","Central Otago, Cardrona Skifield, above Ski Buildings around outcrop, near 4WD road",NA,1761.182007,0,0,1,8
"Veronica thomsonii","WELT.SP085919",168.9439523,-44.86863407,"eflora","Central Otago, Cardrona Skifield, above Ski Buildings around outcrop, near 4WD road",NA,1761.182007,0,0,1,8
"Veronica thomsonii","WELT.SP084027/A",169.1797848,-44.87196081,"eflora","Pisa Range, west side of Mt Pisa, at head of Roaring Meg",NA,1865.622681,0,0,1,8
"Veronica thomsonii","WELT.SP084027/B",169.1797848,-44.87196081,"eflora","Pisa Range, west side of Mt Pisa, at head of Roaring Meg",NA,1865.622681,0,0,1,8
"Veronica thomsonii","WELT.SP084022",169.1911631,-44.87233495,"eflora","Pisa Range, Mt Pisa",NA,1965.219238,0,0,1,8
"Veronica thomsonii","WELT.SP084022/B",169.1911631,-44.87233495,"eflora","Pisa Range, Mt Pisa",NA,1965.219238,0,0,1,8
"Veronica thomsonii","WELT.SP084023",169.1911631,-44.87233495,"eflora","Pisa Range, Mt Pisa",NA,1965.219238,0,0,1,8
"Veronica thomsonii","WELT.SP084024",169.1911631,-44.87233495,"eflora","Pisa Range, Mt Pisa",NA,1965.219238,0,0,1,8
"Veronica thomsonii","WELT.SP084025",169.1911631,-44.87233495,"eflora","Pisa Range, Mt Pisa",NA,1965.219238,0,0,1,8
"Veronica thomsonii","WELT.SP084026",169.1911631,-44.87233495,"eflora","Pisa Range, Mt Pisa",NA,1965.219238,0,0,1,8
"Veronica thomsonii","CHR 459767",169.185,-44.873,"gbif",NA,NA,1917.192871,0,0,1,3
"Veronica thomsonii","CHR459767",169.1848,-44.87303,"eflora","Pisa Range, Headwaters of Roaring Meg",NA,1917.192871,0,0,1,5
"Veronica thomsonii","CHR 193952",169.145,-44.8744,"gbif",NA,NA,1692.695435,0,0,1,4
"Veronica thomsonii","CHR193952",169.1454,-44.87443,"eflora","Mount Pisa, northwest of Lake Mackay",NA,1683.886719,0,0,1,5
"Veronica thomsonii","CHR395486",169.1833,-44.87568,"eflora","Pisa Range, Otago",NA,1900.519531,0,0,1,5
"Veronica thomsonii","CHR 395486",169.183,-44.8757,"gbif",NA,NA,1897.741577,0,0,1,4
"Veronica thomsonii","CHR531016",169.1781,-44.88336,"eflora","Pisa Range",NA,1869.835571,0,0,1,5
"Veronica thomsonii","CHR 531016",169.178,-44.885,"gbif",NA,NA,1880.326294,0,0,1,3
"Veronica thomsonii","9597083",170.068879,-44.896043,"gbif",NA,NA,1631.20105,0,0,1,6
"Veronica thomsonii","AK37515",168.8195577,-44.91268941,"eflora","New Zealand, South Island, Mt. Cardone [Cardrona], on exposed stony ridge",NA,1007.67749,0,0,1,8
"Veronica thomsonii","AK37518",168.8195577,-44.91268941,"eflora","New Zealand, South Island, Mt. Cardrona, on exposed stony ridge",NA,1007.67749,0,0,1,8
"Veronica thomsonii","CHR167058",169.1581,-44.91837,"eflora","Gordon's [Gordon] Rock, Pisa Range, Otago",NA,1616.745361,0,0,1,5
"Veronica thomsonii","CHR 167058",169.158,-44.92,"gbif",NA,NA,1589.093506,0,0,1,3
"Veronica thomsonii","WELT.SP041629",169.0725696,-44.92153619,"eflora","Mt Pisa, W. [West] of Clutha R. [River] and N. [North] of Cromwell.",NA,1228.821411,0,0,1,8
"Veronica thomsonii","WELT.SP041630",169.0725696,-44.92153619,"eflora","Mt Pisa, W. [West] of Clutha R. [River] and N. [North] of Cromwell.",NA,1228.821411,0,0,1,8
"Veronica thomsonii","WELT.SP042525",169.0725696,-44.92153619,"eflora","Mount Pisa, top",NA,1228.821411,0,0,1,8
"Veronica thomsonii","WELT.SP042909",169.0725696,-44.92153619,"eflora","Mount Pisa",NA,1228.821411,0,0,1,8
"Veronica thomsonii","WELT.SP064753",169.0725696,-44.92153619,"eflora","Mt Pisa",NA,1228.821411,0,0,1,8
"Veronica thomsonii","WELT.SP086660",169.0725696,-44.92153619,"eflora","Mt Pisa",NA,1228.821411,0,0,1,8
"Veronica thomsonii","2750160",170.300016,-44.924703,"gbif",NA,NA,1522.452759,0,0,1,6
"Veronica thomsonii","WELT.SP041607",170.0824582,-44.93232057,"eflora","Maniototo Co [County]., Mt [Mount] Ida",NA,1492.765991,0,0,1,8
"Veronica thomsonii","CHR194053",169.4494,-44.98016,"eflora","Dunstan Mountains, Otago",NA,1004.39032,0,0,1,5
"Veronica thomsonii","CHR 194053",169.449,-44.9802,"gbif",NA,NA,996.5709839,0,0,1,4
"Veronica thomsonii","WELT.SP083901",168.8139395,-45.06206803,"eflora","The Remarkables, ridge north of Lake Alta",NA,1799.625854,0,0,1,8
"Veronica thomsonii","WELT.SP083902/A",168.8139395,-45.06206803,"eflora","The Remarkables, ridge north of Lake Alta",NA,1799.625854,0,0,1,8
"Veronica thomsonii","WELT.SP083902/B",168.8139395,-45.06206803,"eflora","The Remarkables, ridge north of Lake Alta",NA,1799.625854,0,0,1,8
"Veronica thomsonii","WELT.SP083903",168.8139395,-45.06206803,"eflora","The Remarkables, ridge north of Lake Alta",NA,1799.625854,0,0,1,8
"Veronica thomsonii","WELT.SP085940",168.8150142,-45.06481002,"eflora","Remarkables",NA,1850.454468,0,0,1,8
"Veronica thomsonii","WELT.SP085941",168.8150142,-45.06481002,"eflora","Remarkables",NA,1850.454468,0,0,1,8
"Veronica thomsonii","WELT.SP085942",168.8150142,-45.06481002,"eflora","Remarkables",NA,1850.454468,0,0,1,8
"Veronica thomsonii","5242388",168.820553,-45.070611,"gbif",NA,NA,1834.005859,0,0,1,6
"Veronica thomsonii","WELT.SP098847",168.8056844,-45.07078109,"eflora","Otago, Remarkables, Treble [Double?] Cone.",NA,2240,0,0,1,8
"Veronica thomsonii","WELT.SP103781",168.8199854,-45.07102628,"eflora","The Remarkables Range, basin to south of Remarkables skifield.",NA,1827.774536,0,0,1,8
"Veronica thomsonii","13865451",168.822792,-45.075584,"gbif",NA,NA,1749.868896,0,0,1,6
"Veronica thomsonii","CHR 328253",168.801,-45.0787,"gbif",NA,NA,1952.468018,0,0,1,4
"Veronica thomsonii","CHR328253",168.8013,-45.07873,"eflora","Remarkables",NA,1944.13916,0,0,1,5
"Veronica thomsonii","13866097",168.821607,-45.079906,"gbif",NA,NA,1699.008057,0,0,1,6
"Veronica thomsonii","1785965",168.856087,-45.121385,"gbif",NA,NA,1525.609131,0,0,1,6
"Veronica thomsonii","991746",168.856945,-45.121688,"gbif",NA,NA,1540,0,0,1,6
"Veronica thomsonii","4092594",168.817978,-45.147801,"gbif",NA,NA,1956.321045,0,0,1,6
"Veronica thomsonii","WELT.SP090779/A",168.8729571,-45.16239403,"eflora","Remarkables [Range] (Nevis Valley side).",NA,1319.436279,0,0,1,8
"Veronica thomsonii","WELT.SP090779/B",168.8729571,-45.16239403,"eflora","Remarkables [Range] (Nevis Valley side).",NA,1319.436279,0,0,1,8
"Veronica thomsonii","CHR395545",168.8075,-45.16906,"eflora","Hector Mountains, Wye Valley (south branch)",NA,1700,0,0,1,5
"Veronica thomsonii","CHR 395545",168.808,-45.1691,"gbif",NA,NA,1694.580811,0,0,1,4
"Veronica thomsonii","CHR 465652 B",168.349,-45.3003,"gbif",NA,NA,1593.580444,0,0,1,4
"Veronica thomsonii","CHR 465652 A",168.349,-45.3003,"gbif",NA,NA,1593.580444,0,0,1,4
"Veronica thomsonii","CHR465652A",168.3486,-45.30032,"eflora","Eyre Mountains, ridge near peak NE of Eyre-Von Saddle",NA,1588.273193,0,0,1,5
"Veronica thomsonii","CHR465652B",168.3486,-45.30032,"eflora","Eyre Mountains, ridge near peak NE of Eyre-Von Saddle",NA,1588.273193,0,0,1,5
"Veronica thomsonii","1168109",169.19176,-45.30301,"gbif",NA,NA,1583.328491,0,0,1,5
"Veronica thomsonii","1163746",169.202142,-45.317448,"gbif",NA,NA,1649.40918,0,0,1,6
"Veronica thomsonii","CHR325318",168.4531,-45.31837,"eflora","Eyre Mountains, Southland",NA,1677.859253,0,0,1,5
"Veronica thomsonii","CHR 325318",168.453,-45.3184,"gbif",NA,NA,1692.87793,0,0,1,4
"Veronica thomsonii","CHR 394543",168.311,-45.3213,"gbif",NA,NA,1451.017212,0,0,1,4
"Veronica thomsonii","CHR394543",168.3111,-45.32135,"eflora","Eyre Mountains, Jane Peak",NA,1451.017212,0,0,1,5
"Veronica thomsonii","CHR103295",169.2025,-45.3247,"eflora","Old Man Ra, Central Otago",NA,1635.775513,0,0,1,4
"Veronica thomsonii","CHR103297",169.2025,-45.3247,"eflora","Old Man Ra., Central Otago",NA,1635.775513,0,0,1,4
"Veronica thomsonii","CHR 103309",169.202,-45.3247,"gbif",NA,NA,1625.394775,0,0,1,4
"Veronica thomsonii","CHR 103295",169.202,-45.3247,"gbif",NA,NA,1625.394775,0,0,1,4
"Veronica thomsonii","CHR 103297",169.202,-45.3247,"gbif",NA,NA,1625.394775,0,0,1,4
"Veronica thomsonii","CHR 283869",169.205,-45.3268,"gbif",NA,NA,1650.645874,0,0,1,4
"Veronica thomsonii","CHR 103296",169.205,-45.3268,"gbif",NA,NA,1650.645874,0,0,1,4
"Veronica thomsonii","CHR283869",169.2048,-45.32682,"eflora","Old Man range",NA,1650.645874,0,0,1,5
"Veronica thomsonii","AK304701",169.2128782,-45.34059556,"eflora","New Zealand, South Island, Central Otago Ecological Region, Old Man Ecological District, Central Otago, Old Man Range, Symes Road (near summit)",NA,1620.253052,0,0,1,8
"Veronica thomsonii","WELT.SP087182",169.2128782,-45.34059556,"eflora","Old Man Range, Symes Road (near summit).",NA,1620.253052,0,0,1,8
"Veronica thomsonii","1220493",169.209366,-45.340804,"gbif",NA,NA,1633.228027,0,0,1,6
"Veronica thomsonii","WELT.SP083931",169.2076624,-45.34222827,"eflora","Old Man Range",NA,1633.301392,0,0,1,8
"Veronica thomsonii","WELT.SP083932",169.2076624,-45.34222827,"eflora","Old Man Range",NA,1633.301392,0,0,1,8
"Veronica thomsonii","WELT.SP083933",169.212176,-45.35138278,"eflora","Old Man Range",NA,1595.050659,0,0,1,8
"Veronica thomsonii","CHR 404356",169.211,-45.354,"gbif",NA,NA,1576.268677,0,0,1,3
"Veronica thomsonii","WELT.SP083934",169.2126902,-45.36311017,"eflora","Old Man Range",NA,1646.125977,0,0,1,8
"Veronica thomsonii","2531229",169.197457,-45.38361,"gbif",NA,NA,1642.682617,0,0,1,6
"Veronica thomsonii","CHR524882",169.1881,-45.38638,"eflora","Saddle to top of Old Man Ra.",NA,1628.955688,0,0,1,5
"Veronica thomsonii","CHR 524882",169.188,-45.3864,"gbif",NA,NA,1627.626099,0,0,1,4
"Veronica thomsonii","1229342",169.191685,-45.38979,"gbif",NA,NA,1642.236816,0,0,1,6
"Veronica thomsonii","WELT.SP044878",169.1822173,-45.39905446,"eflora","Otago, Old Man Range",NA,1432.05957,0,0,1,8
"Veronica thomsonii","WELT.SP042902",169.1833333,-45.4,"eflora","Otago, Old Man Range",NA,1419.861694,0,0,1,7
"Veronica thomsonii","WELT.SP044879",169.1833333,-45.4,"eflora","Old Man Range",NA,1419.861694,0,0,1,7
"Veronica thomsonii","CHR207003",170.0771,-45.42238,"eflora","Rock and Pillar Range, near rock tors on summit",NA,1394.366455,0,0,1,5
"Veronica thomsonii","CHR207002",170.0682,-45.4236,"eflora","Rock and Pillar Range, Otago",NA,1421.068604,0,0,1,4
"Veronica thomsonii","CHR 207002",170.068,-45.4236,"gbif",NA,NA,1418.328125,0,0,1,4
"Veronica thomsonii","CHR 207003",170.077,-45.424,"gbif",NA,NA,1384.930786,0,0,1,3
"Veronica thomsonii","CHR470290",168.9023,-45.45175,"eflora","Southland; Garvie Mts, main ridge of range, west of Lake Scott.",NA,1716.656128,0,0,1,5
"Veronica thomsonii","CHR 470290",168.902,-45.4518,"gbif",NA,NA,1716.656128,0,0,1,4
"Veronica thomsonii","CHR395483",168.9225,-45.45447,"eflora","Garvie Mountains, near Skeleton Lakes",NA,1505.858643,0,0,1,5
"Veronica thomsonii","CHR 395483",168.922,-45.4545,"gbif",NA,NA,1503.717651,0,0,1,4
"Veronica thomsonii","CHR 470284",168.893,-45.4577,"gbif",NA,NA,1653.124634,0,0,1,4
"Veronica thomsonii","CHR470284",168.8929,-45.45773,"eflora","Southland; Garvie Mts, main ridge of range, above Lake Laura.",NA,1665.829834,0,0,1,5
"Veronica thomsonii","AK37519",169.1637908,-45.46511434,"eflora","New Zealand, South Island, Old Man Range",NA,1134.258301,0,0,1,8
"Veronica thomsonii","AK37525",169.1637908,-45.46511434,"eflora","New Zealand, South Island, Old Man Range",NA,1134.258301,0,0,1,8
"Veronica thomsonii","CHR 395514",168.901,-45.4697,"gbif",NA,NA,1466.936401,0,0,1,4
