"sp","d.tpos","d.tneg","d.fpos","d.fneg","d.probopti","NZ.count","tmax1","tmax2","tmax3","tmax4","q1","q2","w11","w12","ns1","ns2","tmean1","tmean2","w21","w22","w23","w24","nsoil1","nsoil2","tmin1","tmin2","tmin3","tmin4","tmean21","tmean22","tmax1.back","tmax2.back","tmax3.back","tmax4.back","q1.back","q2.back","w11.back","w12.back","ns1.back","ns2.back","tmean1.back","tmean2.back","w21.back","w22.back","w23.back","w24.back","nsoil1.back","nsoil2.back","tmin1.back","tmin2.back","tmin3.back","tmin4.back","tmean21.back","tmean22.back"
"V._simulans",92,88,12,1,0.504627679,33096,0.005982156,0.145169962,0.488758033,0.55166494,0.228434346,0.240414529,0.166483273,0.283578096,0.319076819,0.319865014,0.243082254,0.339865834,0.813235617,0.999634851,1.692177175,1.859398741,0.041812247,0.042509103,0.363409884,0.363989854,1.031747657,1.304469628,0.559272772,0.600718553,-9.70089221,-2.741501906,14.43790166,17.58324702,11.19330186,11.78033052,16.64832728,28.35780957,0.319076819,0.319865014,-4.061298575,0.293962545,81.32356168,99.96348506,100,100,0.041812247,0.042509103,-3.646555208,-3.620456571,25,25,10.16727475,12.03233488
"V._spathulata",112,125,5,15,0.775636267,18479,0.031559554,0.232880372,0.556401106,0.55659371,0.289613686,0.295250203,0.26906301,0.539312389,0.268823678,0.598796577,0.197011123,0.365081848,0.905506776,0.999975527,1.58575746,1.796333995,0.00199613,0.004695865,0.278790933,0.279683604,0.62478174,0.625002213,0.647671479,0.647689901,-8.422022279,1.6440186,17.82005529,17.8296855,14.19108803,14.4672772,26.90630102,53.93123894,0.268823678,0.598796577,-6.134499475,1.428683179,90.55067762,99.99755266,100,100,0.00199613,0.004695865,-7.454408007,-7.414237841,8.115178289,8.125099568,14.14521653,14.14604554
"V._speciosa",11,20,0,0,0.366459384,27041,0.398869908,0.445071836,0.789351061,1.074983505,0.233086271,0.2720971,0.301553143,0.474087861,0.174777808,0.176400299,0.49433018,0.532368744,0.860364102,0.868177093,2.402760685,2.494129269,0.064251535,0.076013595,0.73391506,0.735286509,1.132521131,1.239262959,0.802852572,1.065783892,9.943495422,12.25359179,29.46755306,40,11.42124606,13.33277575,30.15531429,47.40878608,0.174777808,0.176400299,7.244858109,8.95659348,86.0364102,86.81770931,100,100,0.064251535,0.076013595,13.02617772,13.08789291,25,25,21.12836575,30
"V._spectabilis",8,10,0,0,0.49331775,4580,0.14169694,0.224973024,0.661362283,0.884368518,0.106529183,0.179924023,0.804391914,0.840288844,0.277531372,0.278336522,0.080893884,0.244546876,0.849043689,0.850106359,2.242345452,2.397782196,0.034677897,0.069556439,0.295677969,0.311472617,0.523075268,0.526616576,0.597421357,0.600871327,-2.915153005,1.248651208,23.06811415,34.21842592,5.219951848,8.816297234,80.43919135,84.02888437,0.277531372,0.278336522,-11.35977522,-3.995390569,84.90436892,85.01063588,100,100,0.034677897,0.069556439,-6.694491373,-5.983732245,3.538387047,3.697745917,11.88396105,12.03920973
"V._stenophylla",278,186,124,30,0.5194024,142797,0.072301754,0.123911736,0.636560136,0.651700859,0.505608788,0.712691075,0.384964086,0.423878492,0.149626709,0.19316578,0.495752309,0.495908065,0.743789716,0.747165363,2.001128417,2.132770246,0.038755758,0.043935664,0.365716741,0.668540051,1.476058083,1.541191882,0.151579095,0.240153595,-6.384912319,-3.804413213,21.82800681,22.58504294,24.77484275,34.92186972,38.49640865,42.38784918,0.149626709,0.19316578,7.308853926,7.315862912,74.37897159,74.71653628,100,100,0.038755758,0.043935664,-3.542746636,10.08430231,25,25,-8.178940716,-4.193088222
"V._stricta",1567,765,825,17,0.291566338,154312,0.178544136,0.3767023,0.952821763,1.12979789,0.776129654,0.779859201,0.361996504,0.50974231,0.001415707,0.271997208,0.443463999,0.70074913,0.89683816,0.921212609,0.999101096,1.001059823,0.024412033,0.03049085,0.521778594,0.751827062,1.452879646,1.455835523,0.116041725,0.316661692,-1.072793218,8.835114988,37.64108813,40,38.03035855,38.21310625,36.19965045,50.97423102,0.001415707,0.271997208,4.955879955,16.53371085,89.68381597,92.12126094,99.91010959,100,0.024412033,0.03049085,3.480036716,13.83221778,25,25,-9.778122392,-0.750223869
"V._subalpina",1023,978,172,122,0.671354871,49982,0.268194506,0.269197445,0.595496686,0.595660932,0.219348395,0.219589338,0.414156921,0.495812765,0.10810146,0.438073348,0.383642812,0.455000424,0.914675987,1.036968332,2.369873635,2.546711977,0.03849937,0.047833806,0.124313291,0.293909169,0.395159449,0.488191466,0.845295577,0.868679006,3.409725298,3.459872264,19.77483428,19.78304661,10.74809047,10.75989666,41.41569214,49.58127647,0.10810146,0.438073348,2.263926542,5.475019069,91.46759871,100,100,100,0.03849937,0.047833806,-14.40590192,-6.774087387,-2.217824782,1.968615956,23.03830096,24.09055528
"V._subfulvida",123,108,22,1,0.600801146,54808,0.2035166,0.269216522,1.570881113,1.721605969,0.910208825,0.910215711,0.749480162,0.983020894,0.045799271,0.057479788,0.367531509,0.434497165,0.792340199,0.928612341,2.524840782,2.776776538,2.56e-10,0.044000001,0.212760087,0.42766587,0.817331426,0.943697689,0.683241136,0.914326453,0.175830001,3.460826076,40,40,44.60023464,44.60057202,74.94801622,98.30208944,0.045799271,0.057479788,1.538917892,4.552372439,79.23401987,92.86123412,100,100,2.56e-10,0.044000001,-10.42579606,-0.755035845,16.77991418,22.46639598,15.74585114,26.14469038
"V._tairawhiti",36,40,0,0,0.9009668,33663,0.256853433,0.38836069,0.684171743,0.684213355,0.04589015,0.137918178,0.466718851,0.52744587,0.0860684,0.4160684,0.194250516,0.339566412,0.37582747,0.509664579,1.911653192,2.001795562,0.083412011,0.08771144,0.409319386,0.468715738,0.572713829,0.573097634,0.762920512,0.763627436,2.842671636,9.418034498,24.20858716,24.21066775,2.248640719,6.75801185,46.67188514,52.74458704,0.0860684,0.4160684,-6.258726771,0.280488543,37.58274699,50.96645795,100,100,0.083412011,0.08771144,-1.580627608,1.092208191,5.77212232,5.789393543,19.33142305,19.36323464
"V._tetragona",339,385,5,44,0.743739796,8318,0.000275402,0.173039179,0.385997221,0.436519336,0.264705637,0.2648095,0.667261954,0.898898106,0.198068918,0.439282698,0.36096876,0.377796995,0.861970786,1.000032855,2.50040299,2.709251221,0.02220361,0.046003736,0.402045354,0.402756399,2.33594388,2.555697139,0.656661016,0.866692157,-9.986229912,-1.348041051,9.299861041,11.82596681,12.97059422,12.97568351,66.72619538,89.88981056,0.198068918,0.439282698,1.243594195,2.000864795,86.19707858,100,100,100,0.02220361,0.046003736,-1.907959049,-1.875962056,25,25,14.54974572,24.00114705
"V._tetrasticha",91,78,22,0,0.26825898,40463,0.185887562,0.18593999,0.37000498,0.39200426,0.244739024,0.247480878,0.547667832,0.804363716,0.175691369,0.20952567,0.258925525,0.488948593,0.889929019,0.999950435,2.038737619,2.196567847,0.044297016,0.049166051,0.364549194,0.365999762,0.938327565,1.149343733,0.666626187,0.667561845,-0.705621878,-0.703000501,8.50024899,9.600213012,11.99223067,12.12658147,54.76678322,80.43637161,0.175691369,0.20952567,-3.348351378,7.002686698,88.99290185,99.99504353,100,100,0.044297016,0.049166051,-3.595286267,-3.530010709,22.22474044,25,14.9981784,15.04028303
"V._thomsonii",194,167,33,2,0.276425631,33334,0.006218527,0.137084215,0.949506606,1.009342763,0.015355678,0.149101363,0.526995335,0.626821355,0.144092831,0.179817482,0.136659354,0.242163555,0.980027168,0.99004126,1.533392047,1.808728055,0.043269656,0.046967715,0.258269841,0.259508772,0.362530858,0.388243731,0.577552038,0.593165015,-9.689073661,-3.145789273,37.47533031,40,0.752452342,7.305987646,52.69953346,62.68213552,0.144092831,0.179817482,-8.850329061,-4.102640046,98.00271678,99.00412597,100,100,0.043269656,0.046967715,-8.37785716,-8.322105274,-3.686111409,-2.52903209,10.9898417,11.69242566
"V._topiaria",254,247,23,10,0.631539311,38050,0.253332291,0.286920678,1.32876225,1.472873843,0.106844371,0.244014373,0.828542969,0.990570236,0.312361972,0.321717606,0.296833714,0.368567031,0.841328486,0.999498299,1.952878394,2.132834796,0.01106584,0.022076855,0.202482851,0.409381569,1.774255776,1.998223478,0.596351464,0.597852398,2.66661455,4.346033892,40,40,5.235396085,11.95672278,82.85429689,99.05702362,0.312361972,0.321717606,-1.642482855,1.585516402,84.13284863,99.94982991,100,100,0.01106584,0.022076855,-10.88827169,-1.577829407,25,25,11.83581586,11.90335791
"V._townsonii",31,37,3,0,0.838011222,26824,0.191915537,0.277355958,1.143485477,1.22914367,0.237194609,0.239618086,0.581612725,0.768407557,0.301464261,0.309571872,0.403437202,0.409838257,0.959687829,0.981476005,1.111176802,1.12175308,0.001604522,0.033959091,0.156148194,0.467535711,0.747217639,0.879842742,0.646509589,0.648554659,-0.404223132,3.867797894,40,40,11.62255452,11.74130484,58.1612725,76.84075571,0.301464261,0.309571872,3.154674096,3.442721573,95.96878293,98.14760047,100,100,0.001604522,0.033959091,-12.97333127,1.039107013,13.62479374,19.5929234,14.0929315,14.18495964
"V._traversii",425,367,83,25,0.602931062,60560,0.20359257,0.506180412,2.06596741,2.285193773,0.91017304,0.910361569,0.567390111,0.717682057,0.035509749,0.072031013,0.376406637,0.377260829,0.445118156,0.679022301,1.679891416,1.826756743,0.005518659,0.051969263,0.31368821,0.378905619,1.113765044,1.230514599,0.673395122,0.891477983,0.179628484,15.3090206,40,40,44.59848118,44.60771906,56.7390111,71.76820574,0.035509749,0.072031013,1.938298682,1.976737317,44.51181555,67.90223008,100,100,0.005518659,0.051969263,-5.884030533,-2.949247146,25,25,15.30278048,25.11650923
"V._treadwellii",128,119,21,7,0.674630097,43289,0.066709924,0.315291917,1.986343393,2.216861668,0.015734351,0.254731174,0.672747638,0.885309212,0.310619363,0.311525967,0.103843499,0.146594956,0.984876695,0.993278811,2.292685483,2.551231845,0.036018484,0.040944107,0.258541795,0.278469198,0.567165018,0.631024963,0.625749186,0.626704216,-6.66450378,5.764595853,40,40,0.771007332,12.48184576,67.27476378,88.53092115,0.310619363,0.311525967,-10.32704255,-8.403226997,98.4876695,99.32788114,100,100,0.036018484,0.040944107,-8.365619227,-7.468886079,5.522425795,8.396123315,13.15871337,13.20168971
"V._trifida",56,56,4,3,0.665726198,10350,0.073174513,0.2663227,0.602714726,0.606857628,0.016414551,0.188860011,0.627723746,0.645733776,0.165315804,0.480614168,0.11794385,0.361944196,0.621281405,0.642656044,1.769319856,1.919704493,0.025334946,0.073023288,0.064736984,0.104400198,0.332178215,0.405437197,0.644493887,0.646305935,-6.341274366,3.316135007,20.13573632,20.34288142,0.804337098,9.254160418,62.7723746,64.57337756,0.165315804,0.480614168,-9.692526736,1.287488803,62.12814048,64.26560437,100,100,0.025334946,0.073023288,-17.0868357,-15.3019911,-5.051980312,-1.755326114,14.00222493,14.0837671
"V._truncatula",42,48,2,0,0.226267669,7633,0.003994508,0.146862649,1.21510902,1.326499123,0.259986694,0.262116791,0.357326901,0.383665263,0.23386676,0.233938411,0.302560858,0.4641018,0.95800887,0.959998412,2.446773965,2.56394488,0.067954297,0.068269596,0.036454711,0.271958754,0.439413773,0.502687036,0.936153634,1.111995178,-9.800274598,-2.656867542,40,40,12.73936612,12.84374084,35.73269006,38.36652633,0.23386676,0.233938411,-1.38476137,5.884581009,95.80088701,95.99984118,100,100,0.067954297,0.068269596,-18.359538,-7.761856076,-0.22638021,2.620916628,27.12691353,30
"V._tumida",78,74,6,1,0.612754479,18634,0.247058791,0.351959661,1.68279213,1.82295882,0.910334015,0.910336359,0.888918041,0.893302766,0.000562748,0.073842034,0.253721251,0.282139126,0.545150512,0.699810463,1.317041994,1.564758069,0.000148288,0.039936975,0.147356914,0.360055906,0.635561983,0.664857252,0.623723425,0.84522106,2.352939543,7.597983055,40,40,44.60636892,44.60648379,88.8918041,89.33027664,0.000562748,0.073842034,-3.582543707,-2.303739345,54.51505123,69.98104631,100,100,0.000148288,0.039936975,-13.36893888,-3.797484235,8.600289219,9.918576325,13.06755412,23.03494771
"V._urvilleana",33,40,0,0,0.306326957,22255,0.062149136,0.186117794,0.846153445,1.057825613,0.910026757,0.910243037,0.875131749,0.879370971,0.04507671,0.045643739,0.425134445,0.472089246,0.285631459,0.613830912,0.990234888,1.000512137,0.018428984,0.023095799,0.426096344,0.437051981,2.106732247,2.325886776,0.872846793,1.080936361,-6.892543194,-0.69411032,32.30767225,40,44.59131332,44.60191099,87.5131749,87.93709713,0.04507671,0.045643739,4.131050041,6.244016057,28.56314586,61.3830912,99.0234888,100,0.018428984,0.023095799,-0.825664514,-0.332660876,25,25,24.27810569,30
"V._vernicosa",495,462,58,21,0.615664102,35355,0.198725833,0.457829345,1.553445869,1.681750177,0.910259703,0.910302701,0.796080217,0.950018979,0.067391787,0.067408072,0.328818692,0.328880187,0.679298495,0.789953525,1.844305612,2.093682005,0.001214163,0.043963637,0.160787239,0.391364518,0.867932452,1.030748537,0.640568845,0.896739127,-0.063708347,12.89146727,40,40,44.60272762,44.60483455,79.60802173,95.00189793,0.067391787,0.067408072,-0.203158874,-0.200391605,67.92984948,78.99535252,100,100,0.001214163,0.043963637,-12.76457422,-2.3885967,19.05696036,25,13.82559803,25.35326071
"V._zygantha",33,40,0,0,0.665281911,22934,0.177412679,0.178995113,1.303278046,1.510597897,0.170341285,0.197959566,0.458157999,0.632234172,0.310651409,0.311623375,0.282702227,0.300500861,0.990690838,0.992023164,2.329921166,2.612982841,0.034144843,0.046993026,0.1513052,0.184840666,1.159465703,1.270154395,0.557885123,0.559808717,-1.129366052,-1.050244364,40,40,8.346743288,9.700038389,45.81579988,63.22341724,0.310651409,0.311623375,-2.278399771,-1.477461271,99.06908376,99.20231641,100,100,0.034144843,0.046993026,-13.19126598,-11.68217005,25,25,10.10483054,10.19139227
